yearstart,yearend,locationabbr,locationdesc,datasource,topic,question,response,datavalueunit,datavaluetypeid,datavaluetype,datavalue,datavaluealt,datavaluefootnotesymbol,datavaluefootnote,lowconfidencelimit,highconfidencelimit,stratificationcategory1,stratification1,stratificationcategory2,stratification2,stratificationcategory3,stratification3,geolocation,topicid,questionid,responseid,locationid,stratificationcategoryid1,stratificationid1,stratificationcategoryid2,stratificationid2,stratificationcategoryid3,stratificationid3
2010,2010,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,0.7,0.7,,,0.6,0.9,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,GENDER,GENF,,,,
2011,2011,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,,Nmbr,Number,204,204,,,,,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,OVERALL,OVR,,,,
2011,2011,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,,Nmbr,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,HIS,,,,
2011,2011,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,,Nmbr,Number,100,100,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,WHT,,,,
2011,2011,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,,Nmbr,Number,73,73,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,BLK,,,,
2011,2011,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,,Nmbr,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,AIAN,,,,
2011,2011,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,,Nmbr,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,API,,,,
2011,2011,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,,Nmbr,Number,110,110,,,,,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,GENDER,GENM,,,,
2011,2011,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",CrdRate,Crude Rate,1,1,,,0.9,1.2,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,OVERALL,OVR,,,,
2011,2011,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",CrdRate,Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,HIS,,,,
2011,2011,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",CrdRate,Crude Rate,0.9,0.9,,,0.7,1,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,WHT,,,,
2011,2011,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",CrdRate,Crude Rate,2.5,2.5,,,1.9,3.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,BLK,,,,
2011,2011,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",CrdRate,Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,AIAN,,,,
2011,2011,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",CrdRate,Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,API,,,,
2011,2011,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",CrdRate,Crude Rate,1.2,1.2,,,0.9,1.4,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,GENDER,GENM,,,,
2011,2011,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",CrdRate,Crude Rate,0.9,0.9,,,0.8,1.1,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,GENDER,GENF,,,,
2011,2011,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,0.9,0.9,,,0.8,1.1,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,OVERALL,OVR,,,,
2011,2011,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,HIS,,,,
2011,2011,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,0.7,0.7,,,0.6,0.9,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,WHT,,,,
2011,2011,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,2.6,2.6,,,2,3.2,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,BLK,,,,
2011,2011,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,AIAN,,,,
2011,2011,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,API,,,,
2011,2011,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,1.1,1.1,,,0.9,1.3,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,GENDER,GENM,,,,
2011,2011,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,0.8,0.8,,,0.6,1,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,GENDER,GENF,,,,
2012,2012,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,,Nmbr,Number,223,223,,,,,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,OVERALL,OVR,,,,
2012,2012,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,,Nmbr,Number,26,26,,,,,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,HIS,,,,
2012,2012,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,,Nmbr,Number,116,116,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,WHT,,,,
2012,2012,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,,Nmbr,Number,69,69,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,BLK,,,,
2012,2012,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,,Nmbr,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,AIAN,,,,
2012,2012,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,,Nmbr,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,API,,,,
2012,2012,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,,Nmbr,Number,124,124,,,,,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,GENDER,GENM,,,,
2012,2012,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,,Nmbr,Number,99,99,,,,,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,GENDER,GENF,,,,
2012,2012,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",CrdRate,Crude Rate,1.1,1.1,,,1,1.3,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,OVERALL,OVR,,,,
2012,2012,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",CrdRate,Crude Rate,0.7,0.7,,,0.5,1.1,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,HIS,,,,
2012,2012,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",CrdRate,Crude Rate,1,1,,,0.8,1.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,WHT,,,,
2012,2012,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",CrdRate,Crude Rate,2.3,2.3,,,1.8,3,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,BLK,,,,
2012,2012,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",CrdRate,Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,AIAN,,,,
2012,2012,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",CrdRate,Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,API,,,,
2012,2012,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",CrdRate,Crude Rate,1.3,1.3,,,1.1,1.5,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,GENDER,GENM,,,,
2012,2012,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",CrdRate,Crude Rate,1,1,,,0.8,1.2,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,GENDER,GENF,,,,
2012,2012,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,1,1,,,0.9,1.2,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,OVERALL,OVR,,,,
2012,2012,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,0.9,0.9,,,0.6,1.3,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,HIS,,,,
2012,2012,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,0.8,0.8,,,0.7,1,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,WHT,,,,
2012,2012,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,2.4,2.4,,,1.9,3,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,BLK,,,,
2012,2012,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,AIAN,,,,
2012,2012,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,API,,,,
2012,2012,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,1.3,1.3,,,1.1,1.6,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,GENDER,GENM,,,,
2012,2012,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,0.8,0.8,,,0.7,1,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,GENDER,GENF,,,,
2013,2013,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,,Nmbr,Number,226,226,,,,,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,OVERALL,OVR,,,,
2013,2013,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,,Nmbr,Number,31,31,,,,,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,HIS,,,,
2013,2013,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,,Nmbr,Number,117,117,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,WHT,,,,
2013,2013,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,,Nmbr,Number,68,68,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,BLK,,,,
2013,2013,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,,Nmbr,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,AIAN,,,,
2013,2013,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,,Nmbr,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,API,,,,
2013,2013,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,,Nmbr,Number,114,114,,,,,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,GENDER,GENM,,,,
2013,2013,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,,Nmbr,Number,112,112,,,,,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,GENDER,GENF,,,,
2013,2013,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",CrdRate,Crude Rate,1.2,1.2,,,1,1.3,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,OVERALL,OVR,,,,
2013,2013,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",CrdRate,Crude Rate,0.9,0.9,,,0.6,1.2,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,HIS,,,,
2013,2013,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",CrdRate,Crude Rate,1,1,,,0.8,1.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,WHT,,,,
2013,2013,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",CrdRate,Crude Rate,2.3,2.3,,,1.8,2.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,BLK,,,,
2013,2013,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",CrdRate,Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,AIAN,,,,
2013,2013,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",CrdRate,Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,API,,,,
2013,2013,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",CrdRate,Crude Rate,1.2,1.2,,,1,1.4,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,GENDER,GENM,,,,
2013,2013,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",CrdRate,Crude Rate,1.1,1.1,,,0.9,1.3,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,GENDER,GENF,,,,
2013,2013,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,1,1,,,0.9,1.2,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,OVERALL,OVR,,,,
2013,2013,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,1.1,1.1,,,0.7,1.5,Race/Ethnicity,Hispanic,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,HIS,,,,
2013,2013,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,0.8,0.8,,,0.7,1,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,WHT,,,,
2013,2013,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,2.2,2.2,,,1.7,2.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,BLK,,,,
2014,2014,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,1,1,,,0.9,1.2,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,OVERALL,OVR,,,,
2013,2013,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,AIAN,,,,
2013,2013,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,RACE,API,,,,
2013,2013,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,1.1,1.1,,,0.9,1.3,Gender,Male,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,GENDER,GENM,,,,
2013,2013,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,"cases per 100,000",AgeAdjRate,Age-adjusted Rate,0.9,0.9,,,0.7,1.1,Gender,Female,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,GENDER,GENF,,,,
2014,2014,NY,New York,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,,Nmbr,Number,224,224,,,,,Overall,Overall,,,,,POINT(-75.54397042699964 42.82700103200045),DIA,DIA1_2,,36,OVERALL,OVR,,,,
